,text,start,end
286,มันมีอักษรอยู่ร้อยล้านในอีกห้าปีก็น่าจะมีการเปลี่ยนแปลงในเป้า,990.954,994.362
287,แล้วตอนนี้เรายังไปตามแผนมีเรื่องอะไรใหม่ใหม่,999.114,1002.426
31, large amount of,1002.474,1003.29
288,แผนอยู่นี่แผนเดิมที่บางอย่าง,1003.434,1005.594
289,ไม่เวิร์คเราอาจจะต้องเอาออกไปนะครับหรือว่ามีอะไรเล็ง,1006.122,1009.818
290,เพราะอย่างที่ท่านทราบว่าโลกมันเปลี่ยนแปลงค่อนข้างเร็ว,1009.866,1012.794
291,วันนี้เราก็เราก็เจอการรีวิวสิทธิ์นะครับเราก็เพิ่งพอสมควร,1013.514,1017.21
32, as a co-manager last week.,1017.354,1020.378
292,ในการที่จะเรียกว่าแผ่น 2024 หรือ 2028,1020.81,1024.218
293,ปีข้างหน้า,1025.898,1026.714
294,จริงๆ แล้ว ถ้าเรื่องจากผู้ถือผู้ลอง,1027.242,1030.074
295,อีกส่วนหนึ่งก็คือทาง บริษัทอังกฤษ,1031.562,1033.7089999999998
296,ใต้บริษัทอินโดนีเกเชียเนี่ย,1033.7089999999998,1035.6419999999998
297,ก็ได้มีการรีเควสกระทั่ง,1036.458,1039.29
298,อินเตอร์ฟาร์ม่อนส์มันถึงว่าอยากได้เป็นแผน 15 ปี,1039.434,1042.266
299,ซึ่งบุคคลซึ่งเราก็ได้มีการทำแผน,1042.986,1045.458
300,เป็นสองพันยี่สิบสี่หรือสองพันสามสิบ,1045.458,1047.93
301,เพราะ 15 ปีข้างหน้าเนี่ยเราจะมีพัฒนาการในเรื่องในต่างๆ,1049.322,1052.922
302,ซึ่งก็ถูกต้องเลยครับเพราะว่าไม่ว่าจะเป็นธุรกิจน้ำมัน,1054.026,1056.8680000000002
303,หรือธุรกิจยา มันเป็นธุรกิจที่ค่อนข้างระยะยาว,1056.8680000000002,1059.3540000000005
304,ใช้เวลาพอสมควร,1059.978,1061.562
305,ในการจะขึ้นทะเบียนในการจะใช้เทคโนโลยี,1062.858,1065.569
306,ทางเฟอร์ในการที่จะพัฒนาของวัฏกรรมซึ่งเป็นเป้าหมาย,1065.569,1068.474
307,ผมมีสัตว์ไประยะยาว,1069.002,1070.394
33, This is the texture.,1073.034,1075.482
308,อันนี้สำหรับ,1075.914,1077.402
309,ปัจจุบันตอนนี้แต่หน้าสามเลยยังไม่ได้ปิดนะครับ,1077.738,1080.474
310,ซึ่งข้อมูลขณะการล่าสุดก็ยังเป็นไปมากสอง,1080.714,1084.026
311,แล้วคือหลายท่านคงทราบดีแล้ว,1085.226,1087.002
312,แต่ที่เรา,1087.05,1087.962
313,- บ๊วย- เชิญครับ ไปแล้วนะ,1088.106,1089.498
314,ก็จะไปเร็วๆ นะครับ,1090.41,1091.706
34, You go.,1092.33,1093.146
315,ก็ก่อนจะก็อยากจะพูดถึงว่า,1093.194,1095.45
316,คือจริง ๆ แล้วไปมากหนึ่งเนี่ย,1095.882,1098.042
317,จะอยู่ประมาณสี่ร้อยกว่าล้านแล้วก็กำไรโดนสี่สิบแปด,1098.09,1101.306
318,แผนโพลอปปีนี้,1103.37,1104.666
319,อย่างที่ได้เรียนไปนะครับ,1104.81,1106.298
320,เพราะว่าเอ่อ ตั้งแต่ไปมาตรฐ.234 เนี่ยเราจะเริ่มมีการ,1106.73,1110.426
321,เอากำไรอีกแล้ว,1111.818,1112.826
322,ที่ได้เนี่ยไปใช้ในการสร้างแบรนด์อะไรอย่างเงี้ย,1113.066,1115.802
35," For example,",1116.714,1118.01
323,เวลา ภาระ,1118.058,1118.97
324,ยักษ์สีฟ้าอยู่นะครับ,1119.978,1121.946
325,ก็โปรแกรมนะครับโปรแกรมซึ่งปัจจุบันภายใต้เกิด,1123.146,1126.194
326,สำนึงของโปรแกรมเนี้ยก็มีเฉพาะคันค่อนข้างหลากหลาย,1126.194,1129.242
36," So, I'd like to say that we're going to have to make a profit.",1130.346,1133.754
327,ไปสร้างอยู่แก่นี้,1133.802,1135.098
328,ซึ่งเรามองว่าการสร้างแบบก็เหมือนการสร้าง intangible asset,1135.722,1138.842
329,ในเชิงของบัญชีและการเงินเนี่ย,1139.178,1141.05
330,มันจะตีว่าเป็นค่าใช้จ่าย,1141.482,1143.354
331,แต่ก็ แล้วก็คิดว่ามันก็จำเป็นนะครับเพราะว่าเรา,1145.13,1148.538
332,มีแผนที่เราจะเติบโตในระยะกลางจะยาวอยู่,1148.682,1151.61
37, And,1152.33,1153.626
333,คิดว่าเราไม่สามารถจะเอาเงินไว้เพื่อ,1153.866,1156.218
334,โชว์ อ่ากำไรดีแต่ว่าระยะ,1156.266,1158.4260000000002
335,สั้นดีแต่ระยะกลางไม่ยาว,1158.4260000000002,1160.3460000000002
336,เราก็ยังอยู่ในช่วงที่จะเป็นการลงทุน,1162.794,1165.17
337,นะครับในในเรื่องต่างต่างเรียกว่าจะการปรับ,1165.17,1167.546
338,โครงงานเป็นอียูสแตนดาวน์,1167.882,1169.658
339,ขยายสัมภาระของร้านแหล่งโทรมาสีการปรับปรุง พยาบาล,1171.05,1174.521
340,ให้เจอกันทางฝ่าตัวอื่นที่รองรับระยะยาว,1174.521,1177.53
341,การที่จะสร้างแบรนด์,1178.442,1179.834
342,ผลิตภัณฑ์ใหม่ใหม่ให้กับผู้มีข้อรับรู้สามารถทิ้ง,1179.882,1183.77
343,เพราะฉะนั้นอย่าง เอ่อ ตัวนี้ไตรมาสสองเนี่ย เอาจริงจริงแล้ว,1185.354,1188.858
38, if we use,1189.29,1190.778
344,ใช้จ่ายในโฆษณากรรม,1191.786,1193.178
345,ไปจริงๆ แล้ว,1193.226,1194.234
346,โดยเฉพาะคำหลักเนี่ยน่าจะไม่ได้แตกต่างจากไปมากเลย,1195.626,1198.65
347,พอเรามีการเอาเงินกำไร,1199.37,1201.29
348,มาส่วนไปยิงฆ่า ก็จะทำให้,1201.29,1203.45
349,เมื่อไรมันเขาล่วงไปมันก็ไป,1203.594,1205.37
350,ไฮไลท์แซกโฆษณาที่เราเอาไปใช้เลยครับ,1205.61,1207.674
351,ส่วนไตรมาส 2 เราจะเห็นว่า,1209.066,1211.076
352, ริมนิวต่ำกว่าไตรมาส 1 ก็นึก,1211.076,1213.338
353,ในด้านมาสหนึ่งเนี่ยจะมียอด,1213.482,1215.354
354,การเจ้าผลิต,1215.402,1216.698
355,ของเทวา รวมทั้งยอดการจ้างผลิตของบริษัทอินโดบิค,1216.842,1220.254
356,ซึ่งเป็นบริษัทรุ่งของ ปตท,1220.254,1222.074
357,ในสัญญาณ,1222.986,1224.282
358,ประกันสอบผลิตด้วยพื้นฐานแล้วจะสอบผลิตเนี้ย,1224.522,1227.546
359,สำหรับการใช้อย่าง 1 ร้อย 3 เดือนหรือ 6 เดือนนะครับ,1227.978,1231.482
360,มันก็ไม่ทำให้ใจมากสอง ยังไม่มียอดการเกี่ยว,1231.914,1234.266
361,สร้างผลิตของตัวเนี้ยของ,1234.602,1235.898
362,ออฟไลน์อยู่หรืออะไรด้านเนี้ยก็เลย,1236.33,1238.298
363,ไปจากการที่ไม่มียอดการเจ้าหิน,1238.73,1241.274
364,ไปหน้าสองแล้วซึ่ง,1241.418,1242.81
365,มีวันหยุดค่อนข้างเยอะนะครับ,1242.858,1244.346
366,ปัจจุบันที่ใหม่ไทยเนี่ยก็ก็เป็นเหตุผลในการที่เขาจะต้อง,1244.778,1248.186
367,เปิดซักบิดให้มันจำนวนปริมาณมาก,1248.618,1250.874
368,เป็นมาสองก็เลยไม่มี,1251.594,1253.178
369,แต่ไตรมาสสาม ไตรมาสสี่เนี่ยก็จะมียอดสร้างผลิตกลับเข้ามา,1253.418,1257.114
370,เขาจะพิวาทกับไปสักพักนั่นเอง,1257.258,1259.706
371,มีที่สร้างลักษณะอย่างต่าง,1260.234,1261.914
372,ยังไงให้ 2 สอง,1266.57,1268.442
373,ฝักสวน,1268.586,1269.594
374,นะครับ ก็,1270.41,1271.514
375,ปัจจุบันเนี่ย,1272.042,1272.954
376,นะครับก็,1274.346,1275.45
377,ในแง่ของสัดส่วน,1279.626,1281.498
378,ปัจจุบันทุกท่านก็จะเห็นว่าสัดส่วนของทาง,1284.714,1288.25
379,ของคนเนี่ยก็จะผลิตของคนก็จะมากขึ้นนะครับ,1288.25,1292.058
380,แล้วกันที่เรามีร้านแล็บซึ่งเป็นร้านไข่เกียจ,1292.298,1294.362
39, Add support from our,1294.602,1295.898
381,เราก็ เราก็จะเห็นว่า,1296.618,1298.97
382,สัดส่วนของ,1299.018,1299.93
383,สำหรับข้อเนี่ยเป็น 67.5% นะครับ,1300.362,1302.81
384,หลักฝ่ายเนี่ยอยู่ประมาณ 20% แล้วก็โรง,1303.05,1305.474
385,พยาบาลเนี่ยประมาณ 12.7% นะครับ,1305.474,1307.898
386,ถ้าเกิดเอ่อในแง่ของ,1310.634,1312.602
387,มองดี 6 เดือนนะครับก็,1313.226,1315.77
388,รายได้ก็จะโต 35% นะครับ,1316.106,1318.458
389,ถูกต้องค่ะ,1319.082,1320.09
390,สิกเมนต์นะครับ หรือเมื่อกี้มัน,1320.618,1322.754
391,เป็นรายเต็มนะเอ่อเต็มล่ะ สอง,1322.754,1324.89
392,อย่างเงี้ยฟิล์มเบนต์ก็จะเห็นว่า,1325.322,1327.002
393,ของคนก็จะอยู่ที่ 69% นะครับ ของสัตว์,1331.274,1334.154
394,จะอยู่ที่ 19% แล้วก็โรงพยาบาลเหลือ 12%,1334.154,1337.274
395,Cost Profit นะครับ,1339.722,1341.018
396,เพราะจริงๆแล้วเราจะเห็นว่าความคุ้มค่าเนี่ยดี ดีขึ้นนะครับ,1341.066,1344.378
397,จาก เพลิง,1344.906,1345.914
398,ไม่ว่าจะเป็นทั้งของคนแล้วก็ของสัตว์,1346.442,1348.986
399,กลุ่มคนเนี่ยจะเห็นว่า cost profit,1349.226,1351.29
400,ในตำนานฝั่ง 37 ถึง 39 นะครับ,1351.434,1354.362
401,แล้วก็ของสัตว์ก็ 36.7 เป็น 39.8,1354.986,1358.586
402,ถ้าในแง่ของหกเดือน,1359.306,1360.698
403,ก็ใช้ 41.2 ไม่ 41.4 นะครับ,1361.13,1364.73
404,ของสัตว์นี้ 36 เป็น 38% นะครับ,1365.354,1368.282
405,จริงๆเราก็จะเห็นว่าการอัตรากำไรขั้นต้น,1369.194,1372.674
406,ก็ยังอยู่ในเก้าอี้ขึ้นกับเงินเล็กน้อยนะครับ,1372.674,1376.154
407,เพราะฉะนั้นปัญหาก็จะอยู่ที่ว่าการใช้อีกตัว,1377.354,1380.621
408, Trading Expense ที่จะเป็นตัวที่จะกระทบ Net Profit,1380.621,1384.122
409,เป็นอย่างนี้เปอร์เซ็นต์ซื้อดีนะครับเราก็จะอยู่ใกล้เคียงข้างข้าง,1385.706,1389.498
410,เราจะเห็นว่า Feeling and Administrative Expansion เนี่ย,1392.042,1395.258
411,ไปหน้าฝั่งก็จะกระจกทิ้งมาเลยนะจ้ะ,1395.498,1397.85
412,27% ในไทยบ้านหนึ่งใช้เป็น 33%,1398.378,1401.402
413,แล้วก็,1402.602,1403.418
414,หรือสำหรับฮาม 1 ก็จะ,1403.562,1405.65
415,จาก 29 เป็น 30% นะครับ,1405.65,1407.7379999999998
416,นะฮะ ดังนั้นตอนนี้เน็ตโปรฟิกก็เลยทำให้เต็มหน้าแล้ว,1410.57,1413.402
40, 2% to 3.2% after we have,1413.642,1415.826
41, taken the money and shot the company,1415.826,1418.01
417,เพราะหลายๆแบรนด์,1418.154,1419.738
418,ก็เลยขอเวลาที่เหลือนะครับก็จะเป็นช่วงของ,1423.914,1427.322
42, CNA.,1428.714,1429.722
419,ผมจำได้ว่าหรือออฟฟิศที่นี่เอง ภาพที่แล้วเนี่ยก็ตอบไม่ทันนะครับ,1430.442,1434.426
420,ก็เลยพยายามเอ่อลุกให้เสร็จเร็วนะครับก็จะได้เป็นพาร์ท QA,1435.146,1439.13
421,พ่อมีคำถามนะครับว่า,1439.37,1441.05
422,จากการกู้เงินนะครับว่าเนื้อปัจจุบันเนี่ย,1441.674,1444.506
423,ธุรกิจร้านขยาที่เป็นรายใหญ่เริ่ม,1444.938,1447.2340000000002
424,เข้ามาแข่งมากขึ้นเช่น ดร. คอมมา,1447.2340000000002,1449.786
425,ผมซื้อเว้น,1449.834,1451.13
426,รวมถึงร้านขยะของเซเว่นมีไหมพี่บอกเหมือนกันแล้วก็น้ำซอส,1451.658,1455.642
427,ผมไม่แน่ใจผู้บริหาร,1458.57,1460.826
428,มองเรื่องนี้อย่างไร,1461.546,1463.514
429,จะมีวิธีการจัดการกับพวกนี้,1465.29,1467.461
430,อย่างไรบ้างที่จะทำให้เราเก็บมาเก็บ,1467.461,1469.85
431,ก็ เอ่อ ปีกปีนี้ครับ ปัจจุบันเราก็เลย,1470.762,1474.074
432,แผนของเราเดียวสุดท้ายก็จะเป็นเรื่องของการปรับปรุงเรื่องของ,1474.794,1478.202
433,บริการนะครับ,1478.826,1480.026
434,เรื่องของ CRM นะครับแล้วก็การขยายศักดิ์ศาสตร์,1480.458,1483.866
435,ไปเลย,1484.298,1485.114
436,แต่อย่างที่เห็นนะครับว่าในแผนก็จะมีการเปิดที่,1485.45,1489.242
437,ตัวอย่าง ส่งสรรค์ชาว,1489.578,1491.45
438,มีคุกเก็บ 3-4 สาขานะครับ,1492.074,1495.194
439,ก็จะเป็นการขยายสต็อก,1496.298,1497.786
440,จริงๆ ถ้าจิตหลักก็มันฟิล์มจริงก็ยอมรับอย่างหนึ่งว่า,1498.506,1501.818
441,ถ้าเกิดเราเข้าถึงแข็งเนี่ยก็จะมีเรื่องของการ,1502.442,1504.314
442,ที่มีแปลงเขาทำใหม่ยี่สิบเจ็ด,1504.554,1506.33
443,นั่นเองเนี้ยของความน่าเชื่อถือเราก็คิดว่าอยู่ในระดับต้นต้น,1507.53,1511.13
444,แล้วยอมรับว่า,1511.754,1512.762
445,จะอยู่ในกลุ่มของเขาเรียกอะไรดีครับ,1513.098,1515.93
446,ของ e กับ a อะไรอย่างเงี้ย ซึ่งตอนนี้เรามีบวก,1516.17,1519.77
447,ขึ้นไปเป็นต่างต่าง,1519.914,1521.114
448,วันนี้เราก็เลยมีการที่เราขยันไปสู่การที่ไปตั้ง,1521.642,1525.05
43, in supermarkets.,1525.098,1526.298
449,ได้แรงแรงปาก,1526.826,1527.834
450,แล้วก็แผนจริงแล้วเราก็มีการทำแผน,1529.226,1531.8200000000002
451,กระยืบกันเนี่ยก็มีเจ็ดกระยุทธ์หลักนะครับ,1531.8200000000002,1534.65
452,คุณก็คิดว่าเรา,1535.466,1536.858
44, We will be better day and night.,1537.29,1539.93
453,ผมเองก็เชื่อมั่นว่าแล็บฟอร์มสิริกส์จะดีขึ้นยิ่งขึ้นยิ่งขึ้นถ้าพักดู,1541.61,1544.73
454,สตอร์ทแล็บเนี่ยจะเห็นว่าทั้งรายได้แล้วก็กำไรก็ดีขึ้นเรื่อยเรื่อย,1546.41,1550.394
45," There will be many tribal companies, whether it's transportation,",1553.226,1556.538
455,จากที่ผมจับมือกระทะโตอ่า,1556.682,1559.418
456,ในการที่จะ,1559.562,1560.666
457,ไปเผลอรักษาญาณในความน้ำมัน,1561.098,1563.258
458,แต่กลยุทธ์อื่นๆเนี่ยก็ต้องยอมรับ,1565.418,1567.506
459,ว่าขอขอเก็บในความลับก่อนนะครับ,1567.506,1569.5939999999998
460,แล้วก็,1572.33,1573.338
461,คำถามถัดมาคือธุรกิจโรงบาลจากที่อยู่เราซื้อมาแพง,1574.25,1577.778
462,หกโลกผมเข้าใจว่าเขามีโรงเรียนภาคใกล้ใกล้แต่ต้องแพง,1577.778,1581.306
463,ไม่แน่ใจ มองยังไงก็จะทำให้ทุกสิ่งนี้ชนะหน่อยระยะยาวได้,1581.93,1585.434
464,ซึ่งคือก็ต้องยอมรับนะครับว่าโรงพยาบาลมันเป็นธุรกิจอินเทรด,1586.346,1589.466
465,แล้วก็ไปดูโรงพยาบาลแบบสั้นๆมาก,1589.61,1591.386
466,ก็ เพราะว่าเหมือนก็ไม่มีใครขายถูก,1592.298,1594.362
467,คือเราก็ต้องบอกว่าแพงแล้ววันนี้เราก็ต้องหยอดซื้อเพื่อ,1595.274,1598.586
468,ผมเป็นจาน,1598.634,1599.546
469,ถูกมีระยะยาว,1599.786,1600.986
470,เราจะเห็นว่ามีการเฮคโอเวอร์,1601.61,1603.794
471,ของโรงบ้านของหลายหลายคนพึ่งเนี่ย,1603.794,1605.9779999999998
472,ก็เชื่อมั่นว่ามิมีใครซื้อถูกนะครับถูก,1606.986,1609.626
473,พร้อมอันนี้อาจจะมีแพลน แพลนมีความว่าเอออาจจะ,1610.922,1613.85
474,มีอียี่สิบเท่า หรือ เรียนตรงกลาง,1614.186,1616.25
475,ก็เขาช่วยไม่ต่างกับในอินดาร์ซีหรืออะไร,1617.354,1620.104
476,เหมือนกันนะครับที่ถ้าถูกก็คงไม่ไม่ขายนะครับ,1620.104,1623.066
477,แต่ถ้ามันก็จะมีถกไปเลยที่มันไม่ได้โอเคเท่าไหร่,1624.074,1627.29
478,ก็ซื้อไปก็คงจะยาก,1629.258,1630.746
479,เออเด็กนักฟันฟันเนี่ยเรามีมุมมองว่า,1631.466,1634.106
480,นี่สิทธิมีอีกสำไร,1634.442,1636.026
481,การที่เราจะไปทำด้วย,1636.266,1637.658
482,ก็จะดีกว่าธุรกิจที่มันขาดทุนอยู่แล้วนะครับ,1637.898,1640.25
483,เราคิดจะไปปรับมันจะยาก,1640.778,1642.17
484,แต่ว่ามันเป็นธุรกิจที่มีกำไรอยู่แล้ว,1642.314,1644.498
485,เราเข้าไปปรับปรุงเพื่อให้กำไรมันมากขึ้น,1644.498,1646.682
486,ให้มีมาตรฐานมากขึ้นเนี่ย,1646.922,1648.698
487,ว่า,1652.106,1652.922
488,เราก็มองว่าสาเหตุที่ด่าดึงใจคือ,1653.066,1655.514
489,เพื่อให้ไปดูเนี่ย,1655.658,1656.57
490,เราก็จะเห็นว่า เออ,1657.098,1658.778
491,มันเป็น,1658.922,1659.738
492,เอาอยู่ในระดับที่อ่านได้นะครับเนื่องจากประมาณไม่พอทัศน์เนี่ยสร้างมา,1659.786,1663.386
493,สิบสี่ปีแล้วก็มีฐานลูกค้า,1664.394,1666.458
494,ค่อนข้างมากแล้วก็อยู่กลางเมืองแล้วก็ที่ดินเจ็ดไร่,1666.794,1670.394
495,ความรู้เป็นโรงพยาบาลมหาราช ศิษย์ธรรมราชสายหนุ่มตัววัดและประวัติศาสตร์,1671.306,1675.098
496,ไม่ต่างกับโรงพยาบาลพันธุรกิจที่อยู่,1675.722,1678.242
497,ใกล้กับโรงพยาบาลศิริราชประมาณนั้น,1678.242,1680.762
498,เพราะฉะนั้นเนี่ยก็ก็มองว่าในระยะยาวเนี่ยมันมีศักยภาพ,1681.674,1685.562
499,โดยเฉพาะที่แยก 6 ตัวจังหวะเอง,1685.898,1687.962
500,ที่นครสิทธิ์ธรรมราชก็ค่อนข้างสะดวกใหญ่,1688.394,1690.759
501,แล้วเราก็มีแผนที่อยากจะเป็นโรงพยาบาล,1690.759,1693.338
502,ที่จะเสิร์ฟ ระดับภูมิภาคหลาย ๆ จังหวะ,1693.578,1697.37
503,ก็คิดว่าก็เลย,1700.682,1702.17
504,นะครับจริงจริงก็มีการได้เชิญบอกของเราซึ่งก็,1702.506,1705.818
505,เป็นริษัท,1706.058,1707.354
506,ก็ให้คำแนะนำให้ความคิดเห็นนะครับ,1709.13,1711.29
507,ผมซื้อมันวันอีกหรือยัง,1711.818,1713.21
508,ก็การไปยาวมืดทด,1714.314,1715.61
509,จะดีขึ้นเรื่อยๆ นะครับ,1715.754,1716.954
510,ข้อที่สาม ตำแหน่งสินค้าออก,1719.498,1721.508
511,ใหม่ของเราดูไม่ปั่นและออกซ้ำ,1721.508,1723.77
512,เกิดปัญหาอะไรนะครับ,1724.778,1726.938
513,คือ เอ่อ สินค้าออกใหม่นะครับ,1727.946,1730.01
514,มันก็ต้องใช้เวลาในการค่อยค่อยสร้างหมด,1730.058,1732.794
515,แล้วก็อย่างเช่นตัวแบบมูลหรือวิซ่า,1733.514,1736.346
516,บีเอสเอ ตัวเนี้ย เราก็ต้องค่อยๆ คลาสลงอีกก็,1736.682,1739.706
517,ไม่สามารถที่จะสร้างวันปีเดียวแล้วก็ขึ้นมานะครับ,1739.946,1743.45
518,ผมต้องค่อยๆ ดูกันไปเรื่อยๆ นะครับ,1744.17,1746.522
519,เพราะจริงๆแล้วปัจจัยของเราก็คือเรา,1747.242,1749.426
520,ก็ต้องการไปพิสูจน์ตัวเองในหน่วยงาน,1749.426,1751.61
46," So, now, here's the thing.",1751.946,1753.242
521,บางครั้งเราออกมาเนี่ยเราก็,1753.674,1755.642
522,ต้องลงทุน,1756.074,1756.986
523,ไม่ได้ทำ เอ้อ จบปัง สำคัญแอบจะต้อง,1757.034,1759.77
524,ก็คือการยิงฆ่าศาสนาเยอะๆ,1761.162,1762.938
525,คือปันแต่ว่ามันก็มีความเสี่ยง,1763.274,1765.53
526,ก็มีอย่างเต็มบาลันระหว่าง,1765.962,1767.258
527,ความเสี่ยงกับการที่เราจะต้องไปเล่นมันให้คนรู้เร็วเร็ว,1768.074,1771.386
528,จะต้องบังเอา,1771.722,1772.73
529,คิดว่าสินค้าออกใหม่ของเราก็อยู่ในระดับที่,1775.946,1778.97
47, Be a,1779.498,1780.41
530,พอคุณพอใจ,1780.65,1782.042
531,ไม่ว่าจะเป็นกลุ่มทศนาธิษฐศาสตร์ตัวเมริก,1782.762,1785.882
532,หรือไม่ว่าจะเป็น,1786.794,1788.954
533,โอเค,1789.194,1790.106
534,อย่างเช่น กุมยา อย่างเช่น เบลลาภลาภ,1790.25,1792.602
535,แต่ก็ต้องใช้เวลา,1793.322,1795.386
536,เพราะว่าคุณจะตลาด,1796.202,1797.306
537,สองแบรนด์เนี่ยเพราะ,1797.45,1798.938
538,ทำตลาดนานๆผสมผสมกันด้วย,1798.986,1801.146
539,แต่เราก็คิดว่าในแง่ของคุณภาพ,1801.866,1804.037
540,เราเนี่ย เอ่อ ดีแน่นอนครับไม่ว่าจะเป็น,1804.037,1806.426
541,ในแง่ของเอ่อตัวยาในแง่ของ,1806.762,1808.85
542,เครเจกต์ซิ่งรูม่วงของในต่างต่าง,1808.85,1810.938
48, long long,1814.826,1815.93
543,คำถามถัดไปแล้วมองเอ็มแอมป์อย่างไรบ้างสู้หนี,1815.978,1819.29
544,ก็คิดว่าถ้าเอ่อ ก็จริงจริงก็มีบริษัทเยอะมากเหมือน,1820.202,1823.49
545,กันนะครับที่มาเสนอให้เราเข้าไปถึงหุ้นบ้านนี้แอบ,1823.49,1826.778
546,ไปซื้อจิตจัดการบ้าน,1826.826,1828.698
547,ตัวเองก็คิดว่าถ้ามันอยู่ในวิสัยพัก,1829.322,1831.29
548,ของบริษัทเราก็ต้องสนใจ,1831.338,1833.594
549,คือภายใต้วิสัยทัศน์ของการที่ไปเปลี่ยนมาเป็นผู้นำ,1834.314,1837.31
550,เป็นทัศน์สุขภาพแบบพระองค์จอร์จทั้งของทุกคนแล้วก็ทองคำ,1837.31,1840.506
551,สัตว์นะครับทั้งต้นน้ำเดินไปนะ,1840.938,1843.098
552,คำถามถัดไปครับ,1844.49,1845.882
553,เอ่อ เลือกขึ้นไปหน่อยครับ,1849.386,1851.45
554,เตรียมเครื่องนี้เครื่องนี้ครับ,1853.61,1855.002
555,เออแนะนำว่าบริษัทกวนแต่งตั้ง ไออาร์,1855.914,1858.842
556,ติดต่อสอบถามข้อมูลอะไรไม่ได้เลยครับ,1860.81,1863.45
557,ก็ยอมรับว่าตอนนี้ เออ เราบริษัท,1864.266,1866.33
558,เพราะ ไม่ ได้ มี ไอ้ อะไร,1866.474,1867.578
559,อีกอย่างเอาซอส,1868.394,1869.402
560,ที่ฝากดูเห็นการทำเองนะครับ,1870.602,1872.186
561,แต่คำแนะนำนี้เข้าใจว่าได้รับคำ เอ่อ คอมเมนต์อยู่เรื่อยเรื่อยนะครับก็,1872.81,1876.794
49, or normal,1877.226,1878.138
562,คิดว่าเราก็มีการพิจารณญูว่าเราน่าจะมีอะไรอ่าน,1878.282,1881.498
563,สองบริษัทในปีหน้านะครับ,1882.506,1885.05
564,อันนี้เราก็ประมาณประจำกันเลยเนอะ,1887.786,1890.042
565,ผมรีบจะมาทำ IR ของบริษัทอยู่นะครับ,1893.258,1895.706
566,ผลการดำเนินงานช่วงคิวสามแล้วแนวโน้มคือสี่เป็นอย่าง,1898.442,1902.258
567,ไรบ้าง อันนี้ผมพูดเท่าที่พอจะพูดได้นะครับเพื่อน,1902.258,1906.074
568,ไม่ให้ผิดระเบียบนะครับ,1906.314,1908.57
569,คือแนวโน้มครับคือจริงจริงเรารายได้กับมันเราคิดว่า,1909.29,1913.082
570,ที่เราจะเกิดขึ้นในคิว 3 คิว 4 จำนวนคิว 1,1913.706,1916.538
571,จริง ๆ แล้วมันก็คือ ยัง,1916.586,1918.65
50, of you.,1919.178,1919.994
572,ก็กำไรจริงๆแล้วมันก็ใกล้เคียงกับ,1920.522,1923.066
573,น่าสะดวกไปมากหนึ่งแบบประเด็นน่าจะอยู่ที่ว่า,1923.786,1926.906
574,เราจะดึงเงินกำไรได้ไปยิงโฆษณามาร้อยแค่ไหน,1927.338,1930.362
51, It's a very important one.,1931.466,1934.202
575,เราก็อยากจะโชว์เห็นว่าเออถ้าเราเอาท่าโฆษณาเนี่ย,1934.922,1938.714
576,เนี่ย จริง ๆ แล้วก็ไม่ ไม่ควรเป็นแบบนี้ แต่เราจำเป็นที่จะเอาเงิน,1939.242,1943.034
577,ไปสร้างแบรนด์นะครับ,1943.178,1944.474
578,เพราะว่าแบรนด์พาราเซตเตอร์มอลต่างต่างที่ด่ง,1945.098,1948.145
579,ดังมาเนี้ยก็จะจัดการผลิตโฆษณาในการรับ,1948.145,1951.446
580,รู้ค่อนข้างมากนะครับ ไม่ว่าจะสู่ทีวีสู่,1951.446,1954.747
581,อันนี้ที่อยู่,1955.466,1956.378
582,ส่วนใหญ่ก็จะเป็นโรงหนังอะไร,1956.618,1959.183
583,วะเอเวอร์เนี่ยค่อนข้างจะ,1959.183,1961.178
584,เป็นพอสมควรครับ,1961.898,1963.194
585,มันก็อยากจะ,1963.914,1964.826
586,บอกแล้วลูกถึงบ้านเราเชื่อมั่นในคำว่าเป็นลาฮะลาวเนอะ,1964.874,1967.802
587,คุณภาพดีมีการทำวิจัยก่อนที่เราจะลอง,1967.85,1971.258
588,เพราะฉะนั้นเนี้ย ถ้า เอ่อ ปวดนุ่มอะไรต่างต่างเนี้ยลองทาน,1971.69,1974.918
589,ดูนะครับ ไม่จำเป็นจะต้องมียากินยาเอ็นเซตแรงแรง,1974.918,1978.362
590,ได้จากตัวพร้อมนะครับ,1978.602,1979.802
591,ก็แพงกว่าด้วย,1980.714,1982.01
592,จริงๆ แล้วมันมันสิ่งที่เราได้ผลนะครับ,1983.114,1985.274
593,ก็ให้ติดจริงหรอก,1985.514,1986.33
594,เป็นเฟซซิ่งที่มีผลของภาพแล้วกัน,1987.818,1989.69
595,มันเป็นแบบ Visual Pack ที่จะทำให้,1990.314,1993.914
596,คุณภาพยังคงอยู่แล้วก็จะทำให้การโหมดซูม,1994.25,1997.235
597,อะไรต่างๆไม่ได้ค่อยลงจากการที่,1997.235,1999.761
598,ไม่สามารถรักษาความซูมอะไรต่างๆได้,1999.761,2002.746
599,ทำไมรายได้ส่วนนี้เป็นแม้สะพันธุ์และ,2005.866,2008.276
600,ยาลักษณะโรงยอดฉายถูกได้ลงหรือละครับ,2008.276,2010.906
