true_text,pred_text
Seaเนี่ยลงยังลงแล้วก็ไม่มียังไม่ได้ขึ้น ยังไม่มีสัญญาณ,ลง ยัง ลง แล้วก็ไม่มี ยังไม่ได้ขึ้น ยังได้ไม่มี สัญญาณ
สัญญาณเริ่มจะขึ้นมานะครับ แต่ว่าในช่วงไตรมาสสาม เนี่ยเทียบกับ,ปัญญาเริ่มจะขึ้นมานะครับแต่ว่าในช่วงใจมาสามนะเทียบกับ
ต่อปีที่แล้วค่าระวางก็ลงนะครับ เดี๋ยวมีตัวเลขให้ดูนะครับ ก็เลยทําให้รายได้ในส่วนของ,แล้วค่าละวันก็ลงนะครับเดี๋ยวมีตัวเลขให้ดูนะครับก็เลยทำให้รายได้ในส่วนของ
กลุ่มที่ไปตรงนี้ ไตรมาสสาม มันอยู่ที่,ผมอธิบายตรงนี้ไปมาสามมันอยู่ที่
ถ้าเทียบกับ,ที่อัปปะ
เป็นปีที่แล้วก็ลด 46%,ปีที่แล้วก็ลด 46 ไปแล้ว
เทียบกับไตรมาสก่อนหน้านี้ ลบไป 10%,เทียบกับรายมาตรของหน้าลงไป 10%
นะครับ แต่สัดส่วนรายได้ก็ยังเป็น,แต่สัดส่วนรายได้ก็ยังเป็น
เรียกว่ากลุ่มธุรกิจทางอากาศเนี่ย ประมาณครึ่งนึง ไม่ว่าจะปีนี้หรือปีที่แล้วนะครับ แล้วประมาณ,กลุ่มธุรกิจภารกาศเนี่ยประมาณครึ่งหนึ่งไม่ว่าจะปีนี้หรือปีที่แล้วนะครับแล้วประมาณสามสิบห้า
30%,30%
ก็จะเป็นส่วนที่มาจาก,ก็จะเป็นส่วนที่มาจาก
กลุ่มธุรกิจเคมี,ธุรกิจเคมี
ภัณฑ์และสินค้าอันตราย,และสิงหาตลาด
อันตรายนะครับ,นะครับ
โลจิสติกส์ปีนี้สัดส่วนเค้ากลับมาปกติ,มีนิสัยส่วนก็กลับมาปกติ
ก่อนหน้าที่เค้าเยอะในปีที่แล้ว,หน้าที่เขาเยอะในปีที่แล้วเพราะว่า
เพราะว่าเค้ามีสัดส่วนที่,เขามีสัดส่วนดี
ขนส่งทางทะเลที่รายได้เขาโตอย่างค่าระวาง,ทางทะเลที่รายได้เขาโตอย่างข้าระหว่างที่
อย่างที่บอกนะครับ,บอกนะครับ ปีนี้
ปีนี้ค่าระวางกลับมาปกติ,ถ้าเราบังคับมาปกติ
สัดส่วนของโลจิสติกส์ก็อยู่ที่ประมาณ,ส่วนของอิเล็กทรอนิกส์ก็อยู่ที่ประมาณ
14-15% ราว ๆ นี้นะครับ,สิบสี่สิบห้าเปอร์เซ็นต์ ประมาณนี้นะครับ
แต่ถ้าไปดูตรงสุ่มตารางด้านล่างนะครับ,แต่ถ้าไปดูตรงศูนย์ตารางด้านล่างนะครับก็เลือก
ก็เลือกว่าเป็นอัตรากําไรขั้นต้น,เลือกว่าเป็นอัตรากรรมการต้น
ก็อย่างที่เรียนว่า,ที่เรียนว่าถ้าแบบ
ถ้าใบขั้นต้นเนี่ย เราก็,ในขั้นต้นเนี่ยเราก็
287 ล้าน เรา,ส่ง 187 ล้านเรา
ลดลง 35 %,ลดลง 35%
อย่างที่บอกว่าลดลงน้อยกว่าการลดลงของรายได้,ที่บอกว่าลดลงน้อยกว่าการลดลงของรายได้นะครับ
ก็คืออะไรครับ,ก็คืออะไรครับ
เรามีอัตราทํากําไรที่ดีขึ้น,มีอัตราทำอะไรที่ดีขึ้นนะครับ
เราจะไปดูเฉพาะไตรมาสที่สาม,เราจะไปดูเฉพาะไต่มะทิศสามจะเห็น
จะเห็นชัดเจนว่า,เห็นชัดเจนว่า
เราก็ได้การปรับตัว ทําให้อัตรา,เราก็ได้การปรับตัวทำให้อัตรา
profit margin,โปรดมัดเจน
ถ้าเทียบ,ทักเทียม
รายได้เนี่ยเทียบคิวออนคิวเนี่ยลดลง,เทียบ Q on Q ลดลง
แต่ถ้าเป็นGPนะครับกำไรข้างต้นนี่,แต่ถ้าเป็น GP นะครับ อำนวยขั้นต้นเนี่ย
คิวออนคิวเราโตขึ้นได้ทั้งหมดโต14%ก็คือเราสามารถบริหารจัดการให้มีกําไรที่ดีขึ้น,เราโตขึ้นได้แล้วครับเราโต 14% ก็คือแหละเราสามารถแบ่งจัดการให้มีกำไรที่ดีขึ้นถึง
ถึงแม้ค่าระวางจะไม่โตแต่เราก็ไปบริหารจัดการน่ะไม่มีกําไรที่ดีขึ้นนะครับ,ถ้าเราวางจะไม่โตแต่เราก็ไปไปหาจัดการไม่มีกำไรที่ดีขึ้นนะครับแต่
แต่แน่นอนถ้าเทียบกับปีที่แล้วเนี่ยมันลดลงเมื่อปีที่แล้วเนี่ย,ถ้าเทียบกับปีที่แล้วเนี่ยมันลดลงกับปีที่แล้วเนี่ย
กําไรขั้นต้นกับค่าระวัง,ขั้นต้นกับค่าละวัน
มันเยอะมากนะครับ ก็,เยอะมากนะครับก็
อันนี้ก็เป็นอัตราที่,อันนี้ก็เป็นอัตราดี
ให้เช็คจากนักลงทุนนะครับ,ใช้จากนักลงทุนนะครับ
ถ้าไปดูเฉพาะ,ดู เฉพาะ จิต
gpm,บีเอ็ม
นะครับ ของไตรมาสสาม,ขอมูลไตรมาสสามหมื่นเดือนนี่
อย่างเดียว 26%,ยี่หก เปอร์เซ็นต์
เปอร์เซ็นต์,เป็นเซ็นนะครับ ปัจจีมิตร
ที่สูงนะครับ,สูงนะครับ
และก็เช่นกันนะครับ ถ้าเป็นอัตรา,ก็เช็ดกันนะครับถ้าเป็นอัตรา
ถ้าไปดูกําไรขั้นต้น,ถ้าไปดูกำไรขั้นต้นจะเห็นว่า
จะเห็นว่ากลุ่มธุรกิจเคมีภัณฑ์,หรือว่ากลุ่มธุรกิจเคมีพันธุ์นะครับ
ก็เรียกว่ามีกําไร ส่วนแบ่งกําไร,เรียกว่ามีกำไร ส่วนใหญ่กำไร
มีกําไรขั้นต้นที่พอ ๆ,ก็เป็นขั้นต้นที่พอๆ กับ
กับทางอากาศเลยก็คืออะไรครับ,ถ้าจะเหลวคืออะไรครับ คือ
คือกลุ่มธุรกิจเคมีภัณฑ์สามารถบริหารให้มี,กลุ่มธุรกิจเคมีพันธุ์สามารถบริหารได้มี
margin ที่ดี,ที่ดีของ
โดยเฉพาะถ้าเป็น margin,เฉพาะถ้าเป็นมาร์จิ้นของ
ของ chemical,คิมมิโครเทียบ
เทียบกับรายได้ของเขาเอง,กับ รายได้ ของ เขา เอง เนี่ย
อัตรา margin ของเขาถึง 30%,ตอนมาจิตของเขาถึง 30 เปอร์เซ็นต์
ก็เป็นส่วนหนึ่งทําให้อัตรา,ก็เป็นส่วนหนึ่งทำให้อัตรา
profit margin,มาเช่น ขอ
ของกลุ่มธุรกิจทริพเพิลไอ,กลุ่มธุรกิจที่ไปโดยเฉพาะ
โดยเฉพาะส่วน organic,เพราะว่าส่วนของเครดิตเนี่ย
ก็ดีขึ้นในไตรมาสที่ 3,ก็ดีขึ้นในไตรมาสที่สาม
นะครับ แล้วก็,แล้วก็
ถัดมาสุดท้ายนะครับ,มาสุดท้าย
สําหรับนักลงทุนทั่วไป,นักลงทุนทั่วไป
ก็ในหลายๆสาเหตุก็จะดูว่าสุดท้าย,แล้วไหนๆ อาศัยเองก็จะดูว่าสุดท้าย
งบประกอบการเป็นอย่างไร,พบตอบการเป็นยังไงก็ไม่รู้
ก็ขึ้นเป็นสุทธิอย่างที่ได้เรียนกันตอนต้นนะครับว่า,สุทธิอย่างที่ได้เรียนแต่ตอนต้นนะครับว่า
9 เดือนเราอยู่ที่,เราอยู่ที่
462 ล้าน,162 ล้าน
ก็เป็น record new high,ก็เป็น record new high ครับ
ครั้งหนึ่งนะครับ เติบโตจาก,นะครับ เติบโตจาก
9 เดือนปีที่แล้ว 25%,เดือนปีแล้ว ยี่สิบห้า
นะครับ,แล้วขอบคุณที่ติดตามนะครับ
แล้วก็ไปนับเป็นเฉพาะไตรมาสที่สาม,ก็ไปนับเป็นเฉพาะไตรมาสที่ 3
เราก็,เราก็
กําไรสุทธิไตรมาสที่,จุดที่แต่งมาที่ 360 ล้านบาท
 360 ล้านนะครับ ก็เทียบกับปีที่แล้วก็,ก็เทียบกับปีแล้วก็
โต 9%,9%
เทียบไตรมาสก่อนหน้า อาจจะโตแค่ 1%,เทียบไตรมาสก่อนหน้าอาจจะโตแค่ 1%
นะครับ,ใจข้าม
แต่อย่างที่บอกว่าของเราเนี่ย,อย่างที่บอกว่าของเราเนี่ย
เราเติบโตต่อเนื่องนะครับ,เติบโตต่อเนื่องนะครับ
ซึ่งจากตารางข้างล่างก็จะเห็นว่า,จากตอนข้างล่างจะเห็นว่า
กลุ่ม,ผมเรียก
ทริพเพิลไอ นะครับ,บ่าย นะครับ
จากการที่เราขยายผู้จัดการการลงทุนในหลายๆ,การที่เราขยายไปจัดการครั้งแต่ละหลายรูปแบบ
รูปแบบนะครับ แล้วก็,นะครับแล้วก็
เรามีทั้งธุรกิจที่อาจจะเข้าใจยาก,ทั้งธุรกิจที่อาจจะเข้าใจยาก
มีทั้ง 4,ทั้ง 4 กลุ่ม
กลุ่มธุรกิจ,ธุรกิจรวมกัน
รวมทั้งขยายในหลายๆเรื่อง,นักขยะในหลาย ๆ เรื่อง
แต่เนื่องจากว่าการที่เรามีหลายๆ,เนื่องจากว่าการที่เรามีหลายๆ
portfolio ทําให้เรามีกําไร,ทำให้เรามีกำไรเกินไป
source จากหลายๆทาง,ออกจากไวไหนทาง
ทําให้เราสามารถผลักดันให้กลุ่มบริษัทเราเติบโตต่อเนื่อง,ทำให้เราสามารถผลักดันให้กลุ่มบริษัทเราเติบโตต่อเนื่อง
จะเห็นตารางตั้งแต่,ตลาดตั้งแต่ปี
ปี 20 นะครับ กําไรปี,สูงสุดนะครับกำไรปีโควิด
6 ปีแรก,ปีแรกเราพูดว่า
เราก็ยังรักษากําไรที่ 162ล้าน,แล้วก็ยังรักษากำไรที่ 162 ล้าน
 ปีถัดมา,ปี คัน มา ส่ง ผล
21 ด้วยค่าส่งค่าระวาง,ด้วย ฆรสงฆรวาล
เราก็โตขึ้นมาเป็น 377,แล้วก็โตขึ้นมาเป็น 377 ล้านบาท
ล้านนะครับ ปีที่แล้วเนี่ย,และปีที่แล้วเนี่ย
จริงๆ,มัน
กําไรที่ทางบัญชีมันมากกว่า,ที่ทางบัญชีมันมากกว่าตลอดเวลา
แต่เราnetว่าเป็นรายการ,เน้นว่าเป็นรายการ
net profit คือ call profit,โปรฟิก คือ คอ โปรฟิก ต่ำกว่า
ตัดรายการพิเศษ,รายการพิเศษ
กําไรจากเกณฑ์เราเอาออก,จากเอ่อเกณฑ์เราเอาออกนะครับ
เรามองภายในว่าตําแหน่งของเราปีที่แล้ว,มองไปในว่ากำไรของเราปีแล้วเนี่ย
22น่าจะอยู่ที่526ล้านนะครับ,สอง ไหม อยู่ที่ ห้า ร้อย ยี่ สิบ หก ล้าน นะครับ ตก
แล้วปีเนี้ยเก้าเดือนจะเห็นว่ากําไรเราขึ้นมาเป็น462ล้านแหละครับ,เดือนละปีเนี้ยก้าวเดือนจะเห็นว่ากำไรเราขึ้นมาเป็นสี่ร้อยหกสิบสองล้านแหละครับ
ซึ่งก็คาดการณ์ว่าภายในสิ้นปีเราก็ต้องโตต่อเนื่องแน่ๆ นะครับ,แล้วคาดการณ์ว่าภายในอีกสิ้นปีเราก็ต้องโตต่อเนื่องแน่แน่นะครับ
แล้วก็เลยให้เห็นตั้งแต่ว่าถ้าแยกเป็นรายไตรมาสจะเห็นว่ากราฟของเราโตต่อเนื่องแน่ตลอดมานะครับ,ก็เลยให้เห็นนั้นแต่ว่าถ้าแยกใบรายได้มากจะเห็นว่ากราฟของเราโตต่อเนื่องเงินตลอดมานะครับ
จะมีเฉพาะไตรมาสสี่,มีเฉพาะใบมาส 4
ซึ่งจะมีตัวสีฟ้า ๆ,จะมีตัวสีฟ้า
อย่างที่เมื่อกี้ได้กล่าวไว้ว่า,ที่มิได้กล่าวไปว่า
เฉพาะไตรมาส 4 ปีที่แล้ว,แต่พอไต่ม่า 10 ปีแล้วเนี่ย
เรามีกําไรเป็นกําไรจากมูลค่ายุติธรรม,มีกำไรเขาเรียกว่าเป็นกำไรจากมูลค่าที่จะทำ
เนื่องจากว่าเราเอาหุ้น,นั่นจากว่าเราเอาหุ้นเอง
ANI ไปปรับโครงสร้างทางบัญชี,ไปปรับโครงสร้างทางบัญชีของ
เขาเลยไปคิดมูลค่าตรงนั้นเป็นกําไรครั้งเดียวแต่กําไรทางบัญชี,แล้วเราจะคิดมูลค่าตรงนั้นเป็นกำไรครั้งเดียวแต่ครับแต่บัตรบัญชี
ถึงบอกเราเลยไม่นับเลยมองว่า,เราเลยไม่นับเลย มองว่า
ถ้านับเฉพาะไตรมาส,จะ พอ ไต่ มาส สี่
สี่,นะครับ
นี่กําไรที่เป็น core profit,ที่เป็น Core Project
นะครับ จากผลประกอบการมัน,จาก ผล บวก ออก การ มัน ร้อย
157 และมีกําไรพิเศษ,ห้าสิบเจ็ดแล้วมีกำไรพิเศษ
ราคาประมาณ270ล้านนะครับ แต่ให้โชว์ให้ดูว่าจะเห็นว่ากําไรของกลุ่มธุรกิจของ,ประมาณสองร้อยเจ็ดสิบล้านนะครับแต่ให้โชว์ให้ดูว่าจะเห็นว่ากำไรของกลุ่มธุรกิจของ
เอ่อ ทริพเพิลไอโลจิสติกส์กํากับมหาชนเนี่ยจะค่อนข้างมั่นคงแล้วก็เติบโตต่อเนื่อง,ที่ไปโลจิสติกส์จำกัดมหาชนจะค่อนข้างมั่นคงแล้วก็เติบโตต่อเนื่อง
และถ้านับเอ่อเป็นภายในเฉพาะไตรมาสที่สามปีเนี้ยเราก็มองว่าของเราภายในเป็นเรียกว่าrecord new highอีกครั้งนึงนะครับ นี่ก็จะเป็น,และถ้านับเป็นภายในเฉพาะไตรมาสที่สามปีนี้เราก็มองว่าของเราภายในเป็นเรียกว่า Record New High ครั้งหนึ่งนะครับนี่ก็จะเป็น
ภาพรวมนะครับ สุดท้ายก็จะเป็นดูภาพรวมของ,สุดท้ายก็จะเป็นดูภาพรวมของ
เรียกว่า ภาพฐานะทางการเงินของเรานะครับ ก็กลุ่มนี้,เรียกว่าสภาพฐานะทางการเงินของเรานะครับก็กลุ่มธุรกิจ
อธิบายจากที่เรามีผลตอบแทนที่ดี,อธิบายจากที่เรามีผลกำไรที่ดี
ต่อเนื่องนะครับ แล้วก็อย่างที่บอก ผลตอบแทนที่ต่อเนื่องก็ทําให้,ต่อเนื่องนะครับแล้วก็อย่างที่บอกผลตอบแทนที่ต่อเนื่องก็ทำให้
ฐานะทางการเงินของเราแข็งแกร่งนะครับ เรามี,พนักทางการเงินของเราแกร่งแกร่งนะครับเรามี
เอ่อ,เอ่อ
แอสเซทนะครับก็เป็นทั้งสิ้นนะครับ ณ สิ้นเอ่อสามสิบ,นะครับ แล้วเป็นทั้งสิ้นนะครับ และสิ้น เอ่อ สามสิบ
เอ่อ กันยายนนะครับอยู่ที่สี่พันสี่ร้อย,กันยายนนะครับอยู่ที่สี่พันสี่ร้อย
เอ่อ สี่สิบเก้าล้านนะครับ ก็เป็นเงินสดแคชอยู่ที่636ล้านแล้วก็ส่วนใหญ่ก็จะเป็น,สี่สิบเก้าล้านนะครับก็เป็นเงินสดแค่อยู่ที่หกร้อยสามสิบหกล้านแล้วก็ส่วนใหญ่ก็จะเป็น
การลงทุนนะครับก็เป็นส่วนที่เราไปลงทุนหลัก ๆ เฉพาะ,ก็เป็นส่วนที่เราไปลงทุนหลักๆก็เฉพาะ
"ANI อย่างเดียวก็ 2,200 ล้าน",เป็น อัน อย่าง เดียว ก็ สองพัน สองร้อย ล้าน
ที่เหลือก็หลายตัว dgp,เหลือก็ไปหลายตัว ติ๊งจิ๊บพีเอส
sal นะครับ,FAL นะครับ
ขณะที่ไปส่วนที่ liability ก็เห็นว่าก็,ขนาดที่เป็นส่วนที่ลาวินที่ก็เห็นว่า
ap กับ ar ก็จะ,กับ AR ก็จะ
square กันนะครับ ส่วนที่เป็นหนี้นะครับเรามีส่วน,แควร์กันนะครับส่วนที่เป็นหนี้นะครับเรามี เอ่อ
การลงทุนถึง,อ่า
300 กว่าล้าน แต่มีหนี้เพียง,มันกว่าล้านแต่มีหนี้เพียง
674 ล้าน,ก็เจ็ดสิบสี่ล้านแล้วก็สองล้าน
แล้วส่วนใหญ่ก็จะเป็นหนี้ระยะยาว,ส่วนใหญ่ก็จะเป็นหนี้ระยะยาว
นะครับ,นะครับ
นะครับ งั้นถ้าไปดูในเรื่อง,งั้นถ้าไปดูในเรื่อง
เป็นเรื่องของอัตรานะครับ,เป็นเรื่องอัตรานะครับ
ผลตอบแทนจากการลงทุนนะครับ ก็,ตอบแทนจากการลงทุนนะครับก็
roe นะครับ,เอาอีนะครับ
ก็ 9 เดือน 32%,ก็ 9 เดือน ถ้าขาย 12%
ก็เรียกว่า,เรียกได้ว่า
นักลงทุนก็ได้รับผลตอบแทนที่ว่าเกิน,ลงทุนก็ได้รับผลตอบแทนที่วัดเกิดสัญชาติ
30%,เปอร์เซ็นต์ นะครับ
นะครับ,ครับ
เรามีอัตราที่เก็บเงินจากลูกค้า,เรามีอัตราที่เก็บเงินจากลูกค้า
รวมต้องจ่ายเงินให้กับคู่ค้าที่ค่อนข้าง,จ่ายเงินกับคู่ค้าที่ค่อนข้างสมเว้น
survey กันนะครับ,กันนะครับ
เปิดเก็บเงินภายใน 81 วันแล้วก็,เก็บเงินภายใน 81 วันแล้วข้อ
จ่ายเงินภายใน66วันก็แคสไซเคิลประมาณ15วันก็ถือว่าค่อนข้างไวในธุรกิจของโลจิสติกส์นะครับ,ภายในหกสิบหกวันกับชัดสุดประมาณสิบกว่าวันก็ถือว่าค่อนข้างวัยในธุรกิจของโลจิสติกส์นะครับ
ไปดูสภาพคล่องนะครับ current ratioหนึ่งจุดแปดเท่านะครับ,ไปดูสภาพคล่องนะครับก็ไว้เลขโชว์หนึ่งจุดแปดเท่านะครับ
เอ่อD/E Ratioเรียกว่าศูนย์จุดสามนะครับต่ํามากก็บริษัทก็มีความศักยภาพที่จะขยายนะครับไป,ดีเดนโชว์เรียกว่าสุจุศาสตร์นะครับ สามมากก็เบิร์ตก็มีความศักยภาพที่จะขยายนะครับไป
เรียกว่าสถาบันการให้ความสนับสนุนที่จะไปขยายกิจการได้พอสมควรนะครับ,สามารถนำไปขยายอินเทอร์เน็ตได้พอสมควร
IBD,ก็จะเป็นการเก็บของตัวเอง
นี่แค่ 0.2,0.2 เอง
เองนะครับ,นะครับ
แล้วความสามารถในการชําระหนี้ถึงประมาณ,ความสามารถในการชำระหนี้ได้ถึงงวดมาล
4 เท่านะครับ,นะครับ
gp ก็ 22,ก็ยี่สิบสอง
เท่านะครับ แต่ถ้าไปดู,อยากจะให้ไปดูอีก
Ebitda ก็ดี,ดีด้าก็ดีผม
กลุ่มที่ว่า,อธิบาย 1
เนื่องจากว่าเรามีบรรทัดเดียวกับ,เนื่องจากว่าเรามีบรรทัดเกณฑ์แต่เอ้ย
earning,เยอะ
เยอะ เลยทําให้มันจะดูแปลก ๆ ว่า,ก็เลยทำให้มันจะดูแปลกๆ ว่า
Ebitda มันเยอะกว่า gp,มันเยอะแต่คีย์พี
Ebitda กลายเป็น,มีด้านการเป็น
43 และ net profit ถึง 32,สิบสามแล้วเน็ตโปรปิกติดสามสิบสอง
แล้วก็ไปดูที่,เข้าไปดูที่
กําไรต่อหุ้นเนี่ย,ทำไมต่อหุ้นเนี่ย
9 เดือนอยู่ที่ 60 สตางค์,เก้า เดือน อยู่ ที่ 60 สตางค์
นะครับ,สับสนุก
แต่เดิม คิด trailling ย้อนหลังเนี่ย,คิดแถวๆ ย้อนหลังเนี่ยมันจะ
มันจะเป็นบาท 26,เป็นบาทที่จูงสะสม
สตางค์,เช่น พวก
เพราะว่าเผอิญในไตรมาสที่สี่,โอ้ อัลเบอร์เน็ตไตมาสที่ 4
ปีที่แล้วเนี่ย,แล้วเนี่ย
มันมีกําไรพิเศษ,กำไรพิเศษ
ที่เมื่อกี้ได้แจ้งให้ทราบนะครับ,เมื่อกี้ ได้ แจ้ง ให้ ทราบ นะ ครับ ก็ เลย
ก็เลยมีกําไร,ดีกำไร
extra ตรงนั้นประมาณ 40,เจ้าตรงด้านบ้าน 40 สรรพ
สตางค์นะครับ,ฟังนะครับ
แต่กําไรของเราก็เรียกง่าย ๆ ว่า,ตรงแรงของเราก็เรียกง่ายง่ายว่า
ง่าย ๆ ก็คือขนาดเรา,ก็คือขนาดเรา
เพิ่มจํานวนหุ้น มีการเพิ่มทุน,จำนวนหุ้นนะครับ เป็นการเพิ่มทุนนะครับ
หุ้นปัจจุบันของเรามีถึง 807,ผลจดทะเบียนของเรามีถึง 807 ล้านดอลลาร์
ล้านหุ้นนะครับ,หุ้นนะครับ
หุ้นเราก็ยัง,เราก็ยัง
maintain อยู่นะครับ 9 เดือนก็ 60,เอนเทนอยู่นะครับเก้าเดือนก็หกสิบสัปดาห์
สตางค์ หรือเฉลี่ยไตรมาสละ 20,หรือเฉลี่ยใดมากเลย ยี่สิบสักตัว
สตางค์นะครับ,นะครับ
นี่ก็เป็นภาพสรุปรวมของผลประกอบการนะครับ,สรุปรวมของผลประกอบการนะครับของ
ของทางกลุ่มทริพเพิลไอก็อย่างที่สรุปอีกครั้งนะครับ,กลุ่มที่ว่าก็อย่างที่สุดอีกครั้งนะครับก็
ก็เป็นเติบโตต่อเนื่องและเรียกว่าเป็น,เพราะเป็นเติบโตต่อเนื่องแล้วที่เรียกว่าเป็นเป็น
record new high,ดิ้วหาย
ของเรานะครับ,ของเรานะครับ
ทีนี้,สล็อตโรม่า
พอดีเห็นมีชําเลืองมีคําถามมา,ดีเห็นมินมี จำลึงมีคำถามมา
แล้วก็ตารางนี้ก็จะได้ให้เห็นภาพว่า,แล้วก็ตารางนี้ก็จะได้เห็นภาพว่า
มันเป็นภาพสรุปนะครับว่า,เป็นภาพสรุปนะครับว่า
ในส่วนธุรกิจของ,ในส่วนธุรกิจ เอ่อ ของ
ที่เกี่ยวกับเรื่องภาพรวมธุรกิจที่เกี่ยวกับโลจิสติกส์เป็นยังไงครับ,ที่เกี่ยวกับเรื่องภาพรวมธุรกิจที่เกี่ยวโลจิสติกส์เป็นยังไงครับ
ธุรกิจโลจิสติกส์ก็จะเกี่ยวพัน,โลจิสติกส์เนี่ยก็จะเกี่ยวพัน
2 3 เรื่องหลักๆ,สำเรื่องหลัก ๆ ก็คือ
แน่นอนก็คือเรื่องของอัตราค่าระวางทั้งทางเรือ,แน่นอนก็คือเรื่องของอัตราคันระหว่างทั้งทางเรือและทางอาคาร
และทางอากาศ,ก็อาจจะ
นะครับก็จะเห็นว่าเอ่อเส้นกราฟที่เอ่อดูด้านบนนะครับก็จะเห็นได้ว่าเส้นสีแดงก็คือค่าระวางทางเรือจะเห็นว่าค่าวางทางเรือเนี่ยขึ้นไปพีคตอนประมาณเอ่อไตรมาสที่เอ่อเอ่อไตรมาสครึ่งปีแรกของ22นะครับว่าเริ่มหล่นลงมา,ก็จะเห็นว่าเส้นกราฟที่ดูด้านบนนะครับก็จะเห็นได้ว่าเส้นสีแดงก็คือคันระวางทางเรือจะเห็นว่าคันระวางทางเรือเนี่ยขึ้นปิดฮีกตอนประมาณ เอ่อ ไตรมาสที่ เอ่อ เอ่อ ไตรมาสคือปีแรกของสองสองนะครับว่าเริ่มโดดลงมา
เริ่มหล่นลงมาตั้งแต่,แล้วมันก็จะเริ่มลงมาตั้งแต่
ปลายปีละ ปลายปีของ,ปลายปี และ ปลายปี ของ
22,สอง สอง นะ ก็เลย
ไตรมาสที่สาม ก็เริ่มลงมานะครับ,มาตรฐานที่ 3 มันเริ่มลงมานะครับ จะเห็นว่า
จะเห็นว่าลงมาปักหัวดิ่งเหวเนี่ยก็คือประมาณ,หรือว่าลงมาปักหัวดิ่งเหวเนี่ยก็คือประมาณ
ต้นปีนี้เลยครับ,ต้องมีนี้เลยครับ
จากต้นปีจนไปถึงไตรมาสที่สาม เนี่ย,ตั้งแต่ต้นปีจนจะไปถึงไตรมาสที่สามเนี่ย
จะเห็นว่าค่าระวางทางเรือเนี่ย,ว่าค่าระวังทางเรือนี้
ยังไม่มีแนวโน้มที่จะโตขึ้นนะครับ,ยังไม่มีแนวโน้มที่จะโตขึ้นนะครับ
แต่ถามว่าสัญญาณของไตรมาสสี่,ที่ทางมัสย์สัญญาณของไตรมาส 4 เป็นไงบ้าง
เป็นไงไหม,เรา
เราเห็นสัญญาณที่,เราเห็นสัญญาณที่
รายได้ โทษทีค่าระวาง,รายได้ เอ่อ ทุกทีค่าระวังเนี่ย
จะเริ่มจะปรับเพิ่มขึ้นมา,จะเริ่มจะปรับขึ้นมา
โดยเฉพาะในส่วนค่าระวางที่ไปยังทางด้านประเทศ,โดยเฉพาะในส่วนคัลลาวังที่ไปยังตั้งด้าน เอ่อ ประเทศต่างๆ
ทางด้านอเมริกา,อเมริกา
นะครับ จากสาเหตุที่ทางด้าน,นะครับก็จากสาเหตุที่ทางด้าน
การค้านะครับ ก็ยอมรับว่า,ก็ยอมรับว่ากลุ่มนี้
กลุ่มประเทศอเมริกาเป็นประเทศที่เขายังมีอัตราการขายการเจริญเติบโต,ประเทศอเมริกาเป็นประเทศที่เขายังมีอัตราขายที่อันตรย์ต่อเติม
ที่ยังดี,อย่างดีกว่าเทียบกัน
เทียบกับทั้งโลก,ทั้งโลกก็เคลื่อนไหว
เทียบโลกยอมรับว่า,เพิ่มโลกอย่างเรามาก
ภาพรวมโลกยังไม่ค่อยได้ดีนะครับ แต่ว่าของอเมริกาก็ประเทศที่เขายังมีโอกาสที่จะเติบโตอยู่ ก็ทําให้ค่าระวางในส่วนของ,รวมรวมยังไม่ค่อยดีๆนะครับแต่ว่าของอเมริกาก็เป็นประเทศที่เขายังมีโอกาสที่จะตัดตัวอยู่ก็ทำให้ค่าละวันในส่วนของ
ที่จะเรียกว่าทางเอเชียไปทางอเมริการวมทั้งประเทศไทยเนี่ยก็เป็นแนวโน้มที่จะปรับตัวในทิศทางบวกแล้วก็ประกอบกับเนี่ยเราไปดูข้อมูลมาว่าคือทั้งเอ่ออเมริกากับจีนเนี่ยเขาก็เป็นคู่ค้าสัมพันธ์ระหว่างกันแต่ว่าเขาก็มีตั้งเรื่องกําแพงภาษีนะครับมี,ทางเอเชียไป ทางอเมริการวมทั้งประเทศไทยเนี่ยเขาเป็นแนวโน้มที่จะตัดตัวในทิศทางบวก แล้วก็ประกอบกับเนี่ยเราไปดูข้อมูลมาว่าคือทั้งอเมริกากับจีนเนี่ยเขาก็เป็นคู่ค่าสำคัญระหว่างกันแต่ว่าเขาก็มีตั้งเรื่องมาแปลงภาษีนะครับ
ส่วนของทางอเมริกาก็มีประกาศว่าเขาจะชะลอเรื่องการเพิ่มอัตราภาษีกับสินค้าบางตัว,ส่วนของทางอเมริกาก็มีประกาศว่าเขาจะทะเลาะเรื่องการเพิ่มอัตราภาษีกับสินค้าบางตัวครับ
โดยเฉพาะสินค้าเวชภัณฑ์กับทางจีน ก็ทําให้ผู้ส่งออกจีนก็จะรีบนําส่งออกสินค้าไป ก็จะทําให้ภาพรวมค่าระวางทุกคนก็เริ่มกลับมา,โดยเฉพาะสินค้าวิชาปันกลับทางจีนก็ทำให้ผู้ส่งออกจีนก็จะรีบนำส่งออกสินค้าไปก็จะทำให้ภาพรวมค่าระหว่างเพราะทุกคนก็เริ่มกลับมา
จองระวางเพื่อจะรีบส่งในช่วงไตรมาสที่สี่มากขึ้น,ก็จะรีบส่งในช่วงไตรมาสที่สี่มากขึ้น
